name,lat,lon,category,popularity
Havmor Ice Creams,23.0174138,72.4756688,ice_cream,83
Upper Crest,23.0168753,72.4703195,restaurant,88
Bata,23.0174711,72.4755677,shoes,30
ICICI Bank,23.0176502,72.4754529,atm,76
HDFC Bank,23.0172484,72.4758126,atm,72
Axis Bank,23.017059,72.4760216,atm,81
Lalbhai Dalpatbhai Museum,23.0331715,72.5498983,museum,32
NC Mehta Gallery,23.0332721,72.5498679,museum,48
Excel Eye Care,23.0300762,72.5287891,hospital,34
Unknown,23.0257545,72.5251753,atm,45
Mahasagar travels ltd,23.0256216,72.5252741,travel_agency,51
Neeta travels,23.0257415,72.5253435,travel_agency,94
Ramani travels,23.026132,72.5253774,travel_agency,35
Gujarat travels,23.0261084,72.5256239,travel_agency,45
Shivam X-ray & Sonography clinic,23.0576222,72.5700771,hospital,53
Sarveshwar Mahadev Temple,23.0748674,72.5784767,place_of_worship,67
D Mart,23.0681594,72.5759446,supermarket,99
State Bank of India,23.0804261,72.5744422,bank,61
Ranip Vegetable market,23.0796845,72.574545,greengrocer,44
Maganpura Police Chowki,23.0805194,72.5785719,police,60
Khodiyar Temple,23.0765706,72.5776658,place_of_worship,84
Unknown,23.0708588,72.5768807,atm,85
Unknown,23.0707904,72.576858,atm,47
PVR Cinemas,23.068497,72.5760108,theatre,51
Unknown,23.0794785,72.5709062,atm,88
Unknown,23.0798606,72.5687465,atm,90
Unknown,23.0721014,72.5675918,atm,67
Unknown,23.0786893,72.5782479,atm,85
Unknown,23.07632,72.5670756,atm,22
Unknown,23.0677939,72.5725289,atm,28
havmor,23.0422888,72.5486106,yes,54
Subway,23.0422816,72.549183,fast_food,66
Fullfills Ahmedabad,23.042429,72.5486687,cafe,77
quinches,23.0416337,72.5490709,cafe,72
uno pizza,23.042389,72.5492178,cafe,59
tea stall,23.042429,72.5486687,yes,80
Unknown,23.037011,72.5503603,artwork,51
Bharat Petroleum,23.076537,72.5234735,fuel,24
Mini kankriya,23.0759227,72.6577557,attraction,62
Vasavda Community Centre,22.9998912,72.6193457,community_centre,38
ESIS HOSPITAL,22.9991685,72.6166652,hospital,42
Rukshmani Hospital,22.9992751,72.6193052,hospital,78
TGB,23.0399675,72.5549838,bakery,32
The Cafe Baraco,23.0444534,72.5505062,cafe,70
Talavadi Circle,23.0815908,72.6163635,attraction,75
Om shanti,23.0873143,72.6192277,place_of_worship,70
Dutch and Armenian Tombs,23.0057035,72.5975871,grave_yard,76
readymadepocket,23.0277361,72.5880236,clothes,21
Iscon Ghantiya,23.0398379,72.5276503,fast_food,100
Kalpyan Pushti Haveli,23.0384308,72.5306552,place_of_worship,50
Vijay Sales,23.045838,72.5299101,supermarket,24
Shades of Black Spalon,23.0440516,72.5297042,hairdresser,62
Chintamani Parshwanath Mandir,23.1792586,71.9793722,place_of_worship,27
H1 Boys hostel,23.1266251,72.5448028,hostel,24
Management Mess,23.1270148,72.5456021,food_court,66
F1 Pharma Canteen,23.1283124,72.5473147,food_court,22
NIM Auditorium,23.1287897,72.5463512,music_school,88
New Parking,23.1289599,72.5442698,parking,58
Kalupur Cooperative Commercial BANK,23.1282051,72.5439614,bank,32
Hotel Purohit Por,22.9945198,72.665834,restaurant,92
Manipur Government School,23.0332883,72.429408,school,68
ANU Fellows University Hostel,23.0232777,72.4122274,hostel,45
Anant National University,23.0308404,72.4271753,university,59
Leelapur Bharot Community Ground,23.1468201,72.5132418,community_centre,82
Amrita Vidyalayam,23.0675829,72.5371239,school,44
Anant National University Gate,23.0308439,72.4271652,university,71
Sanskardham School Hostel,23.0290226,72.4279103,hostel,58
TKB cake shop,23.0303355,72.4740109,deli,98
Sanskardham Primary School,23.0306687,72.4274117,school,68
Anant National University College Building,23.027625,72.4259889,college,67
Sanskardham open parking,23.0307786,72.427885,parking,36
Havmor restaurant,23.0287895,72.4775187,restaurant,42
Charbhuja Mandir,23.0060333,72.7511315,place_of_worship,36
SoBo Centre,23.0174425,72.4751813,mall,90
D Mart,23.0283451,72.4784116,yes,90
Unknown,23.128095,72.5415659,parking_entrance,72
Ramada,23.0106115,72.5048495,hotel,20
Sphere Louge,23.0108416,72.5048519,bar,81
होटल मीरेकल,23.0149614,72.5951405,hotel,61
Villa Shodhan,23.0249328,72.5673622,attraction,61
Seva Cafe,23.0346667,72.5603703,cafe,73
CNG gas station,23.0846729,72.6862592,fuel,64
Arvind aircon ltd,22.9642542,72.6506601,attraction,96
Unknown,23.002931,72.6008606,toilets,93
Lilamani flats,23.0876752,72.6229239,apartment,91
CNG stattion,22.9359318,72.49878,fuel,68
Unknown,23.0103272,72.599595,bench,42
Unknown,23.0103076,72.5995736,bench,64
Unknown,23.0102879,72.5995477,bench,50
Unknown,23.0102741,72.5995245,bench,87
Unknown,23.0102545,72.5995031,bench,24
Unknown,23.0102348,72.5994773,bench,75
Unknown,23.0102219,72.5994528,bench,58
Unknown,23.0102023,72.5994314,bench,75
Unknown,23.0101827,72.5994055,bench,45
Unknown,23.0101682,72.5993824,bench,77
Unknown,23.0101483,72.5993586,bench,51
Unknown,23.0101672,72.5993405,bench,26
Unknown,23.0101879,72.5993252,bench,92
Unknown,23.0102068,72.5993071,bench,71
Unknown,23.0102228,72.599292,bench,30
Unknown,23.0102417,72.5992739,bench,70
Unknown,23.0102589,72.5992612,bench,82
Unknown,23.0102778,72.599243,bench,72
Unknown,23.0102962,72.5992307,bench,79
Unknown,23.0103151,72.5992125,bench,27
Unknown,23.0104981,72.5995005,bench,85
Unknown,23.0105173,72.5994827,bench,91
Unknown,23.0104795,72.5995125,bench,68
Unknown,23.0104603,72.5995303,bench,63
Unknown,23.0104429,72.5995427,bench,91
Unknown,23.0104237,72.5995605,bench,38
Unknown,23.0104075,72.5995752,bench,45
Unknown,23.0103883,72.599593,bench,65
Unknown,23.0103674,72.5996079,bench,38
Unknown,23.0103483,72.5996257,bench,43
Unknown,23.0408636,72.56393,parking,83
Giant Fish Statues,23.0311883,72.5056289,artwork,46
Giant Mushrooms Installation,23.0313754,72.5056844,artwork,69
Amul Parlor,23.0321809,72.5052786,ice_cream,34
Mini Treehouse,23.0317497,72.5067751,artwork,82
Unknown,23.0313327,72.5058567,bench,67
Unknown,23.031507,72.5057116,bench,64
Unknown,23.0316438,72.505731,bench,58
Unknown,23.0317622,72.5057662,bench,88
Unknown,23.031976,72.5055364,bench,68
Unknown,23.0324926,72.5056035,bench,80
Unknown,23.032581,72.5063936,bench,56
Unknown,23.0323067,72.5067014,bench,57
Unknown,23.0321079,72.5066866,bench,41
Unknown,23.0320256,72.5067455,bench,60
Unknown,23.0318992,72.5068089,bench,67
Unknown,23.0318131,72.5067645,bench,74
Unknown,23.0316231,72.5064584,bench,60
Unknown,23.0318136,72.5063733,bench,92
Unknown,23.0318682,72.506175,bench,41
Unknown,23.0318206,72.5059863,bench,99
Unknown,23.0324615,72.5055774,waste_basket,32
Unknown,23.0317985,72.5057292,waste_basket,30
Unknown,23.0322473,72.5072751,waste_basket,60
Flower Power,23.0328525,72.5056687,artwork,47
Unknown,23.0243223,72.5312743,bench,53
Unknown,23.0243225,72.5312824,bench,43
Unknown,23.0243222,72.5312899,bench,71
Unknown,23.0243223,72.5312973,bench,37
Unknown,23.0243222,72.5313052,bench,27
Unknown,23.0243227,72.531313,bench,35
Unknown,23.0243223,72.5312531,bench,29
Unknown,23.0243222,72.5312612,bench,55
Unknown,23.0243222,72.5312686,bench,36
Unknown,23.0242854,72.5312616,bench,39
Unknown,23.0246306,72.5300717,bench,65
Unknown,23.0242853,72.5312771,bench,46
Unknown,23.0242854,72.5312828,bench,58
Unknown,23.0242856,72.5312909,bench,76
Unknown,23.0242853,72.5312984,bench,70
Unknown,23.0242854,72.5313058,bench,71
Unknown,23.0242853,72.5313137,bench,65
Unknown,23.0242858,72.5313215,bench,53
Unknown,23.0243007,72.531153,vending_machine,96
Unknown,23.0243133,72.5314306,vending_machine,45
Unknown,23.0752004,72.6205629,attraction,92
Jalaram Parotha House,23.0178297,72.567758,hotel,75
Unlocked,23.033026,72.5577346,cafe,36
Kailash Raj,23.0809556,72.64732,apartment,56
Cafe udipi richi,23.0320819,72.5600295,cafe,59
Cng and petrol pump,23.0289447,72.6734332,fuel,60
Hotel Emerland,23.0742871,72.6506214,restaurant,52
Unknown,23.0129555,72.5059562,shelter,43
Unknown,23.0135974,72.5062922,shelter,97
Unknown,23.0132004,72.5060211,fountain,34
Bird Feeder,23.0130387,72.5064956,artwork,96
Funny art,23.0128431,72.5065295,artwork,97
Amul,23.0128218,72.5066003,ice_cream,97
In-Garden Cafe,23.0122064,72.5062163,cafe,70
Shopping ahemadabad,23.0004179,72.6002491,clothes,31
Prerna Tirth Derasar,23.0214082,72.5198974,place_of_worship,59
Sanmani Restaurant,23.0236978,72.5995018,restaurant,52
Hirnya Complex,23.0362851,72.5260491,apartment,43
Shree Sanket Vijay Variya Jain Bhawan,23.0213326,72.5201663,apartment,83
Takshshila Food Court,23.0275402,72.559229,restaurant,72
Jai Jalaram Parontha House,23.0246356,72.5714777,restaurant,24
Unknown,23.0140063,72.5658082,fuel,35
Unknown,23.0331551,72.5783117,convenience,69
Udipi Cafe,23.0144058,72.565418,cafe,40
Kankaria Telephone exchange,23.0024253,72.5928352,bus_station,47
State Bank of India,23.0262784,72.482714,bank,52
The Haqq Factory Store,22.9868059,72.4820619,supermarket,52
The Mill Owner's Building of Le Corbusier,23.0326231,72.5709891,attraction,33
Ranip Police Station,23.0806075,72.5779962,police,67
Gita Medical Stores,23.0795537,72.5744221,pharmacy,83
चिराग़ जवेल्लर्स,22.9950238,72.6126258,jewelry,79
Tirth,23.0850287,72.5941932,apartment,30
Ghuma BRTS terminal,23.0309359,72.4483279,bus_station,73
ATM HDFC Bank,23.0317286,72.4580324,atm,39
AMTS Ghuma Bus terminal,23.030556,72.4501878,bus_station,39
Car Wash,23.0315698,72.4318806,car_wash,30
Josh chemical,23.1006552,72.6827003,attraction,30
Indian oil CNG n Petrol,23.0292807,72.4750283,fuel,93
Jalaram Parotha house,23.0284866,72.4766561,restaurant,53
Suvidhinath,22.9999525,72.5637176,apartment,46
Radisson Blu,23.0232906,72.5572097,hotel,45
Just Dial,23.0257057,72.553931,apartment,46
Approch media,23.0321052,72.5613307,apartment,64
Hyatt Vastrapore Lake,23.0391529,72.530495,hotel,47
NSIC,23.0410663,72.5680038,attraction,74
Shrinath Estate,22.9667708,72.5840823,artwork,58
Bhoomi Textile,22.9678866,72.5834326,clothes,55
Hotel King Palace,23.0639876,72.5813581,hotel,34
Chicken biryani,23.0169709,72.5835893,restaurant,54
K.G.N. Chinese Fry Centre,23.0197975,72.5838568,restaurant,86
Indusland Bank,22.9950448,72.6022845,bank,96
Unknown,22.9950529,72.6022554,atm,72
Aarna Hospital,22.995052,72.6023157,hospital,40
Solitaire Car Studio,23.0347103,72.5003763,car_wash,84
Archer Art Gallery,23.0416175,72.5517858,gallery,61
K R SONS,23.0260246,72.5235517,jewelry,88
Tokyo Ryokan pvt. Ltd.,23.3359577,72.054779,hotel,58
Creamy Treats,23.1063256,72.5968772,ice_cream,25
Tokyo ryokan,23.3197281,72.0538441,hotel,82
Kameshwar School,23.0282166,72.5271318,school,33
cabana lounge,23.0355672,72.5061396,cafe,40
Vaishali bopp tape,22.8938783,72.4540453,artwork,57
Super packers bopp tape trades,23.0123457,72.6220271,artwork,39
Carmel Cluster,23.113657,72.551666,apartment,59
AMUL store,23.1262799,72.5392037,yes,27
SBI,23.0132724,72.5298603,bank,70
Bank of Baroda,23.013352,72.5298603,bank,58
Murlidhar,23.013976,72.5296525,beverages,39
cafe13,23.0133426,72.529945,beverages,65
Himalaya Bakery,22.9798046,72.5737246,fast_food,78
Noor Mobile Shop,22.9789749,72.5719973,yes,76
Ahad mobile repair,22.9787675,72.5716124,yes,41
Pakiza Pan Parlour,22.9785959,72.570559,yes,90
Chand bakery,22.9795173,72.5734667,bakery,93
The Gujarat Cancer & Research Institute Blood Bank,23.0509351,72.6072747,blood_bank,92
Institute of Kidney Disease and Research Centre's Blood Bank,23.0499936,72.6017466,blood_bank,81
"Civil Hospital Blood Bank, Ahmedabad",23.0521851,72.6039473,blood_bank,84
Cross World Voluntary Blood Bank,23.0472552,72.5622377,blood_bank,37
"Gujarat Blood Bank, Naranpura",23.0553948,72.5601871,blood_bank,93
Sterling Hospital's Blood Bank,23.0488693,72.5313574,blood_bank,53
Prathama Blood Centre,23.0062053,72.5417885,blood_bank,34
Dr. Jivraj Mehta Smarak Health Foundation Blood Bank,23.0086532,72.5432986,blood_bank,35
V. S. Hospital Blood Bank,23.0193231,72.570869,blood_bank,43
"Gujarat Blood Bank, Paldi",23.0165347,72.5663817,blood_bank,42
"Indian Red Cross Society Blood Bank, Ahmedabad",23.012315,72.5579515,blood_bank,63
"General Hospital Blood Bank, Sola",23.0829395,72.5247699,blood_bank,97
Maha Gujarat Blood Bank,22.9975368,72.6024306,blood_bank,77
L. G. Hospital Blood Bank,22.9995614,72.6050511,blood_bank,46
Help Voluntary Blood Bank,23.0001213,72.6047862,blood_bank,26
GUJARAT CANCER MEDICAL COLLEGE's Blood Bank,23.0391891,72.6105738,blood_bank,47
Smt. Shardaben Hospital Blood Bank,23.0330048,72.6107548,blood_bank,82
Adarsh Pathology Laboratory and Blood Bank,23.0377242,72.6301351,blood_bank,73
"White Cross Blood Bank, Naroda",23.065027,72.6426664,blood_bank,77
"General Hospital Blood Bank, Ahmedabad",23.0280519,72.6237971,blood_bank,40
Visa Hanuman,23.0228973,72.5937955,place_of_worship,77
"Military Hospital Blood Bank, Ahmedabad",23.0571162,72.6120248,blood_bank,40
Moinuddin Chisti Mosque,23.0601961,72.5883445,place_of_worship,41
"Samarpan General Hospital, Ahmedabad",23.1053006,72.5254109,hospital,24
Shree Bharti Vallabh Hospital,23.0495869,72.5928806,hospital,69
"Kasturba Hospital, Ahmedabad",22.3812599,71.9763587,hospital,84
"Kunal Medical Hospital, Ahmedabad",22.9982535,72.6250631,hospital,59
Ortho Kids Clinic,23.018609,72.5297897,clinic,61
Nandan Maternity Home,23.052184,72.5339005,hospital,39
"Kalrav Children Hospital, Ahmedabad",23.0501988,72.5374953,hospital,49
Cornea Foundation Hospital,23.0461279,72.5364487,hospital,87
Prathna Surgical And Medical Hospital,23.056598,72.6411603,hospital,58
Arihant Fracture and Orthopedic Hospital,23.0133094,72.545561,hospital,61
Chandrabhan Hospital and Gynac Institute,23.0499504,72.5338505,hospital,56
"Jeevandeep Hospital, Sardanagar",23.0856728,72.6335469,hospital,74
"Jagmohan Hospital, Ahmedabad",23.0383141,72.567755,hospital,56
Vasudha Eye Hospital,23.0834466,72.5895064,hospital,66
"Dhwani General Hospital, Nursing Home and Materity Home",23.0146498,72.6448899,hospital,51
Kakadiya Hospital,23.0401061,72.6302853,hospital,85
Samarpan Maternity And Urosurgical Hospital,23.0506982,72.5157067,hospital,35
"Sankalp Eye Hospital, Ahmedabad",23.0052925,72.5372402,hospital,67
Suvan Eye Care,23.0577024,72.6369452,hospital,63
Matrupooja Eye Hospital,22.9745791,72.6024091,hospital,92
Shaishav Children Hospital And Neonatal Care Unit,23.0034352,72.5187524,hospital,97
"Mehta Hospital, Siddhachal",23.047633,72.5258862,hospital,55
Lifecare Emergency Centre,23.0333194,72.5789867,hospital,39
Bavishi Hospital,23.0133482,72.5641099,hospital,63
Poojan Children Hospital And Neonatal Care Centre,23.072936,72.5591491,hospital,34
Shanti Multi Speciality Hospital,23.0241738,72.5295308,hospital,58
Cutis Cosmetic Plastic Surgery Centre,23.0589018,72.537851,hospital,76
Rathi Hospital,23.0228001,72.5261003,hospital,38
Minal Infertility Clinic and Nursing Home,23.0519495,72.5608003,hospital,68
"Raj Nursing Home, Ahmedabad",23.0524295,72.6002191,clinic,55
Navkar Surgical Hospital,23.0486991,72.5665131,hospital,90
"Navjyot Eye Hospital, Ahmedabad",23.0575049,72.5703567,hospital,87
Aarna Super Speciality Hospital,23.014477,72.5597177,hospital,38
"Shalin Hospital, Ahmedabad",23.0130378,72.5456992,hospital,21
Talsania Clinic,23.0178468,72.5582948,clinic,75
Samata Hospital Pvt.Ltd,23.0827039,72.5469075,hospital,66
"Community Health Centre, Singarva",23.0252575,72.6897398,clinic,34
Amijeet Maternity Hospital,23.0731324,72.5595813,hospital,46
Shreeji Orthopaedic And Ent Hospital,23.0471787,72.5333127,hospital,48
Anand Hospital and Multispeciality,23.0459742,72.6406024,hospital,26
Shivam Orthopaedic and Gynec Hospital,23.0363111,72.5325295,hospital,22
Satyam Children Hospital,23.1148697,72.5838657,hospital,32
Kadam Maternity Home and Sonography Clinic,23.0061658,72.5959302,clinic,62
Aakshardeep Eye Hospital,23.0324778,72.5245567,hospital,94
"Maruti Orthopedic Hospital, Nava Vadaj",23.0674244,72.5611098,hospital,78
Chetna Maternity Home,23.0467529,72.5695668,hospital,52
"Akshardeep Orthopaedic Hospital, Shahibaug",23.0539474,72.5955185,hospital,77
Tapan Hospital Pvt Ltd,23.0360347,72.6297381,hospital,34
Udit Hospital Multi Speciality,23.0502539,72.5209209,hospital,24
Saumya Children Hospital and Neonatal Care Center,23.0217867,72.5420675,hospital,34
Life Care Institute Of Medical Sciences Research Hospital,23.0474527,72.5616422,hospital,82
Vanza Hospital,23.0307499,72.4740118,hospital,68
Niyati Ent Hospital,23.0201192,72.5615162,hospital,79
"Metalia Hospital and ICCU, Diamond Market",23.0361821,72.6297938,hospital,72
Chitrakut Surgical Hospital,23.0352325,72.6254641,hospital,98
Jivansudha Heart and Medical Hospital,23.0487003,72.6059912,hospital,64
Marengo CIMS Hospital,23.0700266,72.5173965,hospital,32
Sneh Orthopaedic Hospital,23.0024291,72.5542313,hospital,88
Dr Sanjay Gandhi Hospital,23.02741,72.5411409,hospital,94
Om Pediatric and Neonatal Criticare Hospital,23.0997283,72.5914751,hospital,53
Priyal Hospital,23.0605503,72.6644231,hospital,49
"Anand Multi Speciality Hospital, Ahmedabad",23.0551196,72.5975604,hospital,46
Dr Rupesh Shah Killol Children Hospital,23.0396088,72.5659485,hospital,96
Kalyani Nursing Home and Sonography Clinic,23.1022078,72.571388,clinic,46
"Jeevandeep Hospital, Shashibaug",23.0494136,72.5906771,hospital,74
Naresh Hospital,23.0034167,72.518633,hospital,43
"Shraddha Surgical Hospital, Ahmedabad",23.0482276,72.5333825,hospital,25
Baps Yogiji Maharaj Hospital,23.0462013,72.5887862,hospital,52
Gynaecare Women's Hospital,23.0134377,72.5265187,hospital,95
Rhythm Cardio Pulmonory Care Centre and Medical Hospital,23.0521189,72.5608045,hospital,32
Aarti Surgical Nursing Home,22.9960097,72.6121724,hospital,94
Navkar Ear Nose Throat Hospital,23.0083964,72.561315,hospital,100
Gitanjali Children Hospital,23.0738176,72.6595862,hospital,65
Shilp E.N.T Clinic and Hospital,23.1089581,72.5930405,hospital,21
Shreeji Children Hospital,23.0294544,72.4747232,hospital,70
Shivam Surgical Hospital,23.0730267,72.6528769,hospital,94
Parimal Multispeciality Hospital,23.0172667,72.5577027,hospital,57
Netra Jyoti Eye and Ent Hospital,23.1093376,72.588505,hospital,57
Shrey Hospital,23.0376566,72.5647707,hospital,78
Apex Heart Institute,23.0457442,72.5139306,hospital,41
Het Eye Care,23.0085551,72.5625072,hospital,30
"Utkarsh Hospital, Ahmedabad",23.1078991,72.5783663,hospital,89
Hemato-Oncology Clinic,23.0402628,72.5598451,clinic,31
"Tilak Hospital (Multispeciality), Ahmedabad",23.0334255,72.6222763,hospital,91
"Sagar Orthopaedic Hospital, Bapunagar",23.0362408,72.630339,hospital,48
Kalrav Nenotal And Children Hospital,23.0389968,72.6365779,hospital,29
"Savalia Hospital, (Dr. Anjana J Savalia)",23.0333438,72.6377883,doctors,100
Hina Maternity Nursing Home,23.056809,72.5450407,clinic,92
Panchshil Hospital,23.0843348,72.5919754,hospital,93
Smruti Eye Hospital,23.0395468,72.6302717,clinic,75
Welcare Women's Hospital,23.0453225,72.5623058,hospital,26
Shivam Eye Hospital,22.9994009,72.6359743,clinic,35
Arpan Newborncare Centre,23.0411016,72.5474321,hospital,66
Sheth Hospital and Maternity Home,23.0023106,72.554928,hospital,55
Shubham Ent Hospital,23.0217991,72.645708,hospital,99
Chhaya Maternity Nursing Home,22.9798599,72.599806,clinic,73
Mangeet Medical Nursing Home and Heart Care,23.0187491,72.5542206,clinic,98
Vasundhara Medical Hospital,23.0348264,72.6252736,hospital,74
Shridhaj Orthopaedic Hospital,23.0057708,72.5330586,hospital,84
Clear Vision Eye Hospital (Unit 2),23.026235,72.5252219,hospital,21
"Jatan Children Hospital, Ahmedabad",23.0664632,72.5628076,hospital,57
Pulse Iccu and Hospital,23.0604581,72.566667,hospital,67
Dr. Kaushik Vaidhya Medical Nursing Home,23.0567189,72.5449233,clinic,76
"Shree Raj Hospital, Ahmedabad",23.0461853,72.5326094,hospital,39
Lekhadia Hospital,23.0042154,72.5557615,hospital,28
Odhav Orthopaedic Hospital,23.0123687,72.6450308,hospital,22
Royal Maternity and Nursing Home,23.0306956,72.4726787,clinic,44
Ami-Sagar Hospital,23.0686632,72.5667344,hospital,36
Amijyot Eye Hospital,23.0074188,72.5589721,hospital,59
Khara Fracture and Orthopaedic Hospital,23.0826952,72.5887057,hospital,99
Dr. Dilip Modi Hospital,23.0285678,72.5714216,hospital,57
Ratnam Eye Hospital,23.0082903,72.5595085,hospital,84
Navjivan Orthopaedic and Maternity Hospital,23.0536919,72.6427073,hospital,44
"Akshar Surgical Hospital, Maninagar",22.9950715,72.6075442,hospital,46
Synergy Neonatal and Pediatric Centre,22.9957344,72.6082537,hospital,88
Anand Surgical Hospital Ltd.,23.0549888,72.630925,hospital,86
Navneet Memorial Hospital,23.0309628,72.561022,hospital,62
Chandandwar Hospital,23.0475378,72.5265107,hospital,99
Jhanvi Fracture and Orthopaedic Hospital,22.988069,72.6053086,hospital,86
Chandramani Hospital,23.0488268,72.5948212,hospital,37
Chaturbhai Mavawala Kidney Hospital and Laparoscopic,23.0366258,72.5699088,hospital,74
Abhishek Hospital and Heart Centre,22.9995355,72.6079452,hospital,84
Dr.Atul Shah Eye Hospital,23.061092,72.535484,hospital,43
Gandhi Uro Care,23.0165285,72.5663348,hospital,79
Dhwani Children Hospital,23.0222866,72.5941667,hospital,72
Umiya Surgical Hospital,23.059151,72.5507015,hospital,92
Sannidhya Hospital,23.0183023,72.5626011,hospital,44
"Jankalyan Hospital, Ahmedabad",23.0013354,72.5905041,hospital,39
Dhruv Health Care,22.9925296,72.6318021,clinic,89
Livewell Pain & Spine Hospital,23.0456264,72.5420791,hospital,70
Tulip Women's Hospital,23.020171,72.5189468,hospital,94
Matulya ENT Clinic,23.0200451,72.5298192,clinic,55
"Parimal Hospital, Ahmedabad",22.9997731,72.6090623,hospital,49
Jyoti Maternity Hospital,23.0221879,72.5385243,hospital,74
"Centre For Sight, Ahmedabad",23.0328801,72.5554597,hospital,89
Jyoti Eye Hospital- Phaco Laser Centre,23.0121836,72.5589976,hospital,40
Dr Ajay Praful Munshi Surgical Nursing Home,23.0012243,72.5601871,hospital,50
Ratan Hospital,23.000933,72.595249,hospital,88
"Pooja Hospital, Ahmedabad",23.0562136,72.6207709,hospital,65
Shilp Orthopaedics And Trauma Centre,22.9830966,72.6028711,hospital,54
Shashvat Child Care,22.9910938,72.6174791,clinic,72
Sardar Hosital,22.9990899,72.6009165,hospital,62
Clear Vision Eye Hospital (Unit 3),23.0001972,72.6048513,hospital,99
Riddhi Medical Nursing Home,22.993832,72.6037985,clinic,92
Kothari Onco Surgical Hospital,22.9961937,72.6038629,hospital,55
Nilkanth Hospital,22.9914752,72.611707,hospital,97
Ansuya General Hospital,22.9906258,72.6125311,hospital,77
"Aastha Hospital, Ahmedabad",22.9979479,72.6109077,hospital,70
Ahmedabad Medical Centre,22.9957122,72.6118974,hospital,99
Dr Sunil Shah's Eye Hospital,22.9968677,72.6037475,hospital,52
"Kamal Hospital, Ahmedabad",22.9947147,72.6119833,hospital,96
Manoramya Children Hospital and Neonatal Centre,22.9956326,72.6039098,hospital,85
Lavingia Orthopedic Hospital,22.9922814,72.6059188,hospital,49
"Nidhi Eye Hospital, Ahmedabad",23.061941,72.5518066,hospital,40
Modi Eye Care,23.0578438,72.5497999,clinic,43
"Panchal Urology Centre, Ahmedabad",23.0437233,72.5501624,hospital,30
Hari Urosurgical Hospital and Andrology Centre,23.0381253,72.5591853,hospital,59
Usha - Deep Hospital and Nursing Home,23.0522086,72.5598143,hospital,52
Bhavasar Eye Hospital and Maternity Nursing Home,23.0086507,72.5485202,hospital,70
Devi Hospital,23.0559588,72.5397232,hospital,44
Shruti Maternity and Surgical Nursing Home,23.0566239,72.5448717,clinic,58
Kaizen Hospital,23.0469757,72.5436849,hospital,25
Milan Orthopaedic and Fracture Hospital,23.0462186,72.5338653,hospital,45
Aroma Womens Hospital,23.0544607,72.53364,hospital,41
"Jain Hospital And Icu, Ahmedabad",23.0470491,72.533298,hospital,36
Shreekrishna Hospital and Health Care Centre,23.0583588,72.533251,hospital,55
Raghudeep Eye Clinic,23.0469763,72.5276975,clinic,38
P.N.Desai Eye Hospital,23.0497418,72.531753,hospital,42
"Jaydeep Hospital, Ahmedabad",23.0474249,72.5505593,hospital,96
Sharda Eye Hospital Phaco And Laser Centre - Ahmedabad,23.0500997,72.5338753,hospital,73
Shantnam Eye Care Hospital,23.0456349,72.5419961,hospital,25
Smruti Fracture Orthopedic Hospital,23.0463111,72.5345345,hospital,95
Rajvee Ortho Spine and Child Neuro Hospital,23.0455787,72.5418225,hospital,72
Kidney And Urology Hospital,23.0492285,72.5334294,hospital,63
"Neil Hospital, Ahmedabad",23.0529941,72.5305755,hospital,40
Surveen Children Hospital And Vaccination Centre,23.0553553,72.5209102,hospital,66
Avataran Eye Hospital and Oculoplasty Clinic,23.0371812,72.522199,hospital,28
Akshay Heart and Medical Hospital,23.0311411,72.5271638,hospital,100
Samdev Urology and Surgery Clinic,23.0402999,72.5583807,clinic,46
Nova Pulse Ivf Clinic Ahmedabad Pvt.Ltd.,23.0385165,72.5585751,clinic,98
"Aalok Hospital, Ahmedabad",23.0481314,72.5716656,hospital,65
Dr. Manish Ravals Hospital,23.0542867,72.5720197,hospital,54
Harsh Neurosurgical Hospital,23.0541596,72.5720304,hospital,87
Bodycare Orthopaedic and Trauma Hospital,23.0542275,72.5720505,hospital,59
"Shalin Eyecare Hospital, Ahmedabad",23.0472984,72.5622028,hospital,84
"Devasya Kidney and Multi speciality Hospital, Ahmedabad",23.0575728,72.5703634,hospital,99
Manshi Multispeciality Hospital,23.0670629,72.5621612,hospital,68
"Vardan Eye Hospital, Ahmedabad",23.0728484,72.5590418,hospital,83
"Kumud Heart Hospital and Medical Nursing Home, Ahmedabad",23.0606194,72.5578952,hospital,75
Matruchhaya Children Hospital,23.0584236,72.5594985,hospital,37
Neo Children Hospital,23.0643212,72.5500202,hospital,32
"Aastha Orthopaedic Hospital, Ahmedabad",23.0296366,72.4742572,hospital,42
Aarambh Heart and Medical Hospital,23.0591455,72.5558715,hospital,31
Sanghvi Hospital,23.0584884,72.5554725,hospital,95
Riddhi Maternity Home,23.0584551,72.5555255,hospital,60
Pruthvi Medical Nursing Home and Heart Centre,23.0477513,72.5626641,clinic,42
Lady Care Womens Hospital Child Care,23.0538437,72.5476894,hospital,58
Ankur Superspeciality Hospital,23.0585304,72.5562523,hospital,98
Kirenben Maternity And Nursing Home,23.02251,72.5117853,clinic,74
Parth Maternity and Medical Nursing Home,23.0542201,72.6429051,clinic,100
Jeel Children Hospital And Neonatal and Vaccination Center,23.0549308,72.6008186,hospital,34
Divya Jeevan Medical Hospital,23.0127168,72.6389033,hospital,37
"Kalpana Maternity and Nursing Home, Ahmedabad",23.0636536,72.5310852,clinic,20
